fpr,tpr
0.011928,0.210102
0.011928,0.210232
0.011928,0.210362
0.011928,0.210492
0.011928,0.210622
0.011928,0.210752
0.011928,0.210883
0.011928,0.211013
0.011928,0.211143
0.011928,0.211273
0.011928,0.211403
0.011928,0.211533
0.011928,0.211664
0.011928,0.211794
0.011928,0.211924
0.011928,0.212054
0.011928,0.212184
0.011928,0.212315
0.011928,0.212445
0.011928,0.212575
0.011928,0.212705
0.011928,0.212835
0.011928,0.212965
0.011928,0.213096
0.011928,0.213226
0.011928,0.213356
0.011928,0.213486
0.011928,0.213616
0.011928,0.213746
0.011928,0.214007
0.011928,0.214137
0.011928,0.214267
0.011928,0.214397
0.011928,0.214527
0.011928,0.214658
0.011928,0.214788
0.011928,0.214918
0.011928,0.215048
0.011928,0.215178
0.011928,0.215309
0.011928,0.215439
0.011928,0.215569
0.011928,0.215699
0.011928,0.215829
0.011928,0.215959
0.011928,0.21609
0.011928,0.21622
0.011928,0.21635
0.011928,0.21648
0.011928,0.21661
0.012591,0.21661
0.012591,0.21674
0.012591,0.216871
0.012591,0.217001
0.012591,0.217261
0.012591,0.217391
0.012591,0.217521
0.012591,0.217652
0.012591,0.217782
0.012591,0.217912
0.012591,0.218042
0.012591,0.218172
0.012591,0.218303
0.012591,0.218433
0.012591,0.218563
0.012591,0.218693
0.012591,0.218823
0.012591,0.218953
0.012591,0.219214
0.012591,0.219474
0.012591,0.219604
0.012591,0.219734
0.012591,0.219865
0.012591,0.219995
0.012591,0.220125
0.012591,0.220255
0.012591,0.220385
0.012591,0.220515
0.012591,0.220646
0.012591,0.220776
0.012591,0.220906
0.012591,0.221036
0.012591,0.221166
0.012591,0.221297
0.012591,0.221427
0.012591,0.221557
0.012591,0.221687
0.012591,0.221817
0.012591,0.221947
0.012591,0.222078
0.012591,0.222208
0.012591,0.222338
0.012591,0.222468
0.012591,0.222598
0.012591,0.222728
0.012591,0.222859
0.012591,0.222989
0.012591,0.223119
0.012591,0.223249
0.012591,0.223379
0.012591,0.22351
0.012591,0.22364
0.012591,0.22377
0.012591,0.22403
0.012591,0.224291
0.012591,0.224421
0.012591,0.224551
0.012591,0.224681
0.012591,0.224811
0.012591,0.224941
0.012591,0.225072
0.012591,0.225202
0.012591,0.225332
0.013254,0.225332
0.013254,0.225462
0.013254,0.225592
0.013254,0.225722
0.013254,0.225853
0.013254,0.225983
0.013254,0.226113
0.013254,0.226243
0.013254,0.226373
0.013254,0.226504
0.013254,0.226634
0.013254,0.226764
0.013254,0.226894
0.013254,0.227024
0.013254,0.227154
0.013254,0.227285
0.013254,0.227415
0.013254,0.227545
0.013254,0.227675
0.013254,0.227805
0.013254,0.227935
0.013254,0.228066
0.013254,0.228196
0.013254,0.228326
0.013254,0.228456
0.013254,0.228586
0.013254,0.228716
0.013254,0.228847
0.013254,0.228977
0.013254,0.229107
0.013254,0.229237
0.013254,0.229367
0.013254,0.229498
0.013254,0.229628
0.013254,0.229758
0.013254,0.229888
0.013254,0.230018
0.013254,0.230148
0.013254,0.230279
0.013254,0.230409
0.013254,0.230539
0.013254,0.230669
0.013254,0.230799
0.013254,0.23106
0.013254,0.23119
0.013254,0.23132
0.013254,0.23145
0.013254,0.23158
0.013254,0.23171
0.013254,0.231841
0.013254,0.231971
0.013254,0.232101
0.013254,0.232231
0.013254,0.232361
0.013254,0.232492
0.013254,0.232622
0.013254,0.232752
0.013254,0.232882
0.013254,0.233012
0.013254,0.233142
0.013254,0.233273
0.013254,0.233403
0.013254,0.233533
0.013254,0.233663
0.013254,0.233793
0.013254,0.233923
0.013254,0.234054
0.013254,0.234184
0.013254,0.234314
0.013254,0.234574
0.013254,0.234705
0.013254,0.234835
0.013254,0.235095
0.013254,0.235225
0.013254,0.235355
0.013254,0.235486
0.013254,0.235616
0.013254,0.235746
0.013254,0.235876
0.013254,0.236006
0.013254,0.236136
0.013254,0.236267
0.013254,0.236397
0.013254,0.236527
0.013254,0.236657
0.013254,0.236787
0.013254,0.236917
0.013254,0.237048
0.013254,0.237178
0.013254,0.237308
0.013254,0.237438
0.013254,0.237568
0.013254,0.237699
0.013254,0.237829
0.013254,0.237959
0.013254,0.238089
0.013254,0.238219
0.013254,0.238349
0.013254,0.23848
0.013254,0.23861
0.013254,0.23874
0.013254,0.23887
0.013254,0.239
0.013254,0.23913
0.013254,0.239261
0.013254,0.239391
0.013254,0.239521
0.013254,0.239651
0.013254,0.239781
0.013254,0.239911
0.013254,0.240042
0.013254,0.240172
0.013254,0.240432
0.013254,0.240562
0.013254,0.240693
0.013254,0.240823
0.013254,0.240953
0.013254,0.241083
0.013254,0.241213
0.013254,0.241343
0.013254,0.241474
0.013254,0.241604
0.013254,0.241734
0.013254,0.241864
0.013254,0.241994
0.013254,0.242124
0.013254,0.242255
0.013254,0.242385
0.013254,0.242515
0.013917,0.242515
0.013917,0.242645
0.013917,0.242775
0.013917,0.242905
0.013917,0.243166
0.013917,0.243296
0.013917,0.243426
0.013917,0.243556
0.013917,0.243687
0.013917,0.243817
0.013917,0.243947
0.013917,0.244077
0.013917,0.244207
0.013917,0.244337
0.013917,0.244468
0.013917,0.244598
0.013917,0.244728
0.013917,0.244858
0.013917,0.244988
0.013917,0.245118
0.013917,0.245249
0.013917,0.245379
0.013917,0.245509
0.013917,0.245639
0.013917,0.245769
0.013917,0.2459
0.013917,0.24603
0.013917,0.24616
0.013917,0.24629
0.013917,0.24642
0.013917,0.24655
0.013917,0.246681
0.013917,0.246811
0.013917,0.246941
0.013917,0.247071
0.014579,0.247071
0.014579,0.247201
0.014579,0.247331
0.014579,0.247462
0.014579,0.247592
0.014579,0.247722
0.014579,0.247852
0.014579,0.247982
0.014579,0.248243
0.014579,0.248373
0.014579,0.248503
0.014579,0.248633
0.014579,0.248763
0.014579,0.248894
0.014579,0.249024
0.014579,0.249154
0.014579,0.249284
0.014579,0.249544
0.015242,0.249544
0.015242,0.249675
0.015242,0.249805
0.015242,0.250065
0.015242,0.250195
0.015242,0.250325
0.015242,0.250456
0.015242,0.250586
0.015242,0.250716
0.015242,0.250846
0.015242,0.250976
0.015242,0.251106
0.015242,0.251237
0.015242,0.251367
0.015242,0.251497
0.015242,0.251627
0.015242,0.251757
0.015242,0.251888
0.015242,0.252018
0.015242,0.252148
0.015242,0.252278
0.015242,0.252408
0.015242,0.252669
0.015242,0.252799
0.015242,0.252929
0.015242,0.253059
0.015242,0.253189
0.015242,0.253319
0.015242,0.25345
0.015242,0.25358
0.015242,0.25371
0.015242,0.25384
0.015242,0.25397
0.015242,0.2541
0.015242,0.254231
0.015242,0.254361
0.015242,0.254491
0.015242,0.254621
0.015242,0.254751
0.015242,0.254882
0.015242,0.255012
0.015242,0.255142
0.015242,0.255272
0.015242,0.255402
0.015242,0.255532
0.015242,0.255663
0.015242,0.255793
0.015242,0.255923
0.015242,0.256053
0.015242,0.256183
0.015242,0.256313
0.015242,0.256444
0.015242,0.256574
0.015242,0.256704
0.015242,0.256834
0.015242,0.256964
0.015242,0.257095
0.015242,0.257225
0.015242,0.257355
0.015242,0.257485
0.015242,0.257615
0.015242,0.257876
0.015242,0.258006
0.015242,0.258136
0.015242,0.258266
0.015242,0.258396
0.015242,0.258526
0.015242,0.258657
0.015242,0.258787
0.015242,0.258917
0.015242,0.259047
0.015242,0.259177
0.015242,0.259307
0.015242,0.259438
0.015242,0.259568
0.015242,0.259698
0.015242,0.259828
0.015242,0.259958
0.015242,0.260089
0.015905,0.260089
0.015905,0.260219
0.015905,0.260349
0.015905,0.260479
0.015905,0.260609
0.015905,0.260739
0.015905,0.26087
0.015905,0.261
0.015905,0.26113
0.015905,0.26126
0.015905,0.26139
0.015905,0.26152
0.015905,0.261651
0.015905,0.261781
0.015905,0.261911
0.015905,0.262041
0.015905,0.262171
0.015905,0.262301
0.015905,0.262432
0.015905,0.262562
0.015905,0.262692
0.015905,0.262822
0.015905,0.262952
0.015905,0.263083
0.015905,0.263213
0.015905,0.263343
0.015905,0.263473
0.015905,0.263603
0.015905,0.263733
0.015905,0.263864
0.015905,0.263994
0.015905,0.264124
0.015905,0.264254
0.015905,0.264384
0.015905,0.264514
0.015905,0.264645
0.015905,0.264775
0.015905,0.264905
0.015905,0.265035
0.015905,0.265165
0.015905,0.265295
0.015905,0.265426
0.015905,0.265556
0.015905,0.265686
0.015905,0.265816
0.015905,0.265946
0.015905,0.266077
0.015905,0.266207
0.015905,0.266337
0.015905,0.266597
0.016567,0.266597
0.016567,0.266727
0.016567,0.266858
0.016567,0.266988
0.016567,0.267118
0.016567,0.267248
0.016567,0.267378
0.016567,0.267508
0.016567,0.267639
0.016567,0.267769
0.016567,0.267899
0.016567,0.268029
0.016567,0.268159
0.016567,0.26829
0.016567,0.26842
0.016567,0.26855
0.016567,0.26868
0.016567,0.26881
0.016567,0.26894
0.016567,0.269071
0.016567,0.269201
0.016567,0.269331
0.016567,0.269461
0.016567,0.269591
0.01723,0.269591
0.01723,0.269721
0.01723,0.269852
0.01723,0.269982
0.01723,0.270112
0.01723,0.270242
0.01723,0.270372
0.01723,0.270633
0.01723,0.270763
0.01723,0.270893
0.017893,0.270893
0.017893,0.271023
0.017893,0.271153
0.017893,0.271284
0.017893,0.271414
0.017893,0.271544
0.017893,0.271674
0.017893,0.271804
0.017893,0.271934
0.017893,0.272065
0.017893,0.272195
0.017893,0.272325
0.017893,0.272455
0.017893,0.272585
0.017893,0.272715
0.017893,0.272846
0.017893,0.272976
0.017893,0.273106
0.017893,0.273236
0.017893,0.273366
0.017893,0.273496
0.017893,0.273627
0.017893,0.273757
0.017893,0.273887
0.017893,0.274017
0.017893,0.274147
0.017893,0.274278
0.017893,0.274408
0.017893,0.274538
0.017893,0.274668
0.017893,0.274798
0.017893,0.274928
0.017893,0.275059
0.017893,0.275189
0.017893,0.275319
0.017893,0.275449
0.017893,0.275579
0.017893,0.275709
0.017893,0.27584
0.017893,0.27597
0.017893,0.2761
0.017893,0.27623
0.017893,0.27636
0.017893,0.27649
0.017893,0.276621
0.017893,0.276881
0.017893,0.277011
0.017893,0.277141
0.017893,0.277272
0.017893,0.277402
0.017893,0.277532
0.017893,0.277662
0.017893,0.277922
0.017893,0.278053
0.017893,0.278183
0.017893,0.278313
0.017893,0.278443
0.017893,0.278573
0.017893,0.278703
0.017893,0.278834
0.017893,0.278964
0.017893,0.279094
0.017893,0.279224
0.017893,0.279354
0.017893,0.279485
0.017893,0.279615
0.017893,0.279745
0.017893,0.279875
0.017893,0.280005
0.017893,0.280135
0.017893,0.280266
0.017893,0.280396
0.017893,0.280526
0.017893,0.280656
0.017893,0.280786
0.017893,0.280916
0.017893,0.281047
0.017893,0.281177
0.017893,0.281307
0.017893,0.281437
0.017893,0.281567
0.017893,0.281697
0.017893,0.281828
0.017893,0.281958
0.017893,0.282088
0.017893,0.282348
0.017893,0.282479
0.017893,0.282609
0.017893,0.282739
0.017893,0.282869
0.017893,0.282999
0.017893,0.283129
0.017893,0.28326
0.017893,0.28339
0.017893,0.28352
0.017893,0.28365
0.017893,0.28378
0.017893,0.28391
0.017893,0.284041
0.017893,0.284171
0.017893,0.284301
0.017893,0.284431
0.017893,0.284561
0.017893,0.284691
0.017893,0.284822
0.017893,0.284952
0.017893,0.285082
0.017893,0.285212
0.017893,0.285342
0.017893,0.285473
0.017893,0.285603
0.017893,0.285733
0.017893,0.285863
0.017893,0.285993
0.017893,0.286254
0.017893,0.286384
0.017893,0.286514
0.017893,0.286644
0.017893,0.286774
0.017893,0.286904
0.017893,0.287035
0.017893,0.287165
0.017893,0.287295
0.017893,0.287425
0.018555,0.287425
0.018555,0.287555
0.018555,0.287685
0.018555,0.287816
0.018555,0.287946
0.018555,0.288076
0.018555,0.288206
0.018555,0.288336
0.018555,0.288467
0.018555,0.288727
0.018555,0.288857
0.018555,0.288987
0.018555,0.289117
0.018555,0.289248
0.018555,0.289378
0.018555,0.289508
0.018555,0.289638
0.018555,0.289768
0.018555,0.289898
0.018555,0.290029
0.018555,0.290159
0.018555,0.290289
0.018555,0.290419
0.018555,0.290549
0.018555,0.29068
0.018555,0.29081
0.018555,0.29094
0.018555,0.2912
0.018555,0.29133
0.018555,0.291461
0.018555,0.291591
0.018555,0.291721
0.018555,0.291851
0.018555,0.291981
0.018555,0.292111
0.018555,0.292242
0.018555,0.292372
0.018555,0.292502
0.018555,0.292632
0.018555,0.292762
0.018555,0.292892
0.018555,0.293023
0.018555,0.293153
0.018555,0.293283
0.018555,0.293413
0.018555,0.293543
0.018555,0.293674
0.018555,0.293804
0.018555,0.293934
0.018555,0.294064
0.018555,0.294194
0.018555,0.294324
0.018555,0.294455
0.018555,0.294715
0.018555,0.294845
0.018555,0.294975
0.018555,0.295105
0.018555,0.295236
0.018555,0.295366
0.018555,0.295496
0.018555,0.295626
0.018555,0.295756
0.018555,0.295886
0.018555,0.296017
0.018555,0.296147
0.018555,0.296277
0.018555,0.296407
0.018555,0.296537
0.018555,0.296668
0.018555,0.296798
0.018555,0.296928
0.018555,0.297058
0.018555,0.297188
0.018555,0.297318
0.018555,0.297449
0.018555,0.297579
0.018555,0.297709
0.018555,0.297839
0.018555,0.297969
0.018555,0.298099
0.018555,0.29823
0.018555,0.29836
0.018555,0.29849
0.018555,0.29862
0.018555,0.29875
0.018555,0.29888
0.018555,0.299011
0.018555,0.299141
0.018555,0.299271
0.018555,0.299401
0.018555,0.299531
0.018555,0.299662
0.019881,0.299662
0.019881,0.299792
0.019881,0.299922
0.019881,0.300052
0.019881,0.300182
0.019881,0.300312
0.019881,0.300443
0.019881,0.300573
0.019881,0.300703
0.019881,0.300833
0.019881,0.300963
0.019881,0.301093
0.019881,0.301224
0.019881,0.301354
0.019881,0.301484
0.019881,0.301614
0.019881,0.301744
0.019881,0.301875
0.019881,0.302005
0.019881,0.302135
0.019881,0.302265
0.019881,0.302395
0.019881,0.302525
0.019881,0.302656
0.019881,0.302786
0.019881,0.302916
0.019881,0.303046
0.019881,0.303176
0.019881,0.303306
0.019881,0.303437
0.019881,0.303567
0.019881,0.303697
0.019881,0.303827
0.019881,0.303957
0.019881,0.304087
0.019881,0.304218
0.019881,0.304348
0.019881,0.304478
0.019881,0.304608
0.019881,0.304738
0.019881,0.304869
0.019881,0.304999
0.019881,0.305129
0.019881,0.305259
0.019881,0.305389
0.019881,0.305519
0.019881,0.30565
0.019881,0.30578
0.019881,0.30591
0.019881,0.30604
0.019881,0.30617
0.019881,0.3063
0.019881,0.306431
0.019881,0.306561
0.019881,0.306691
0.019881,0.306821
0.019881,0.306951
0.019881,0.307081
0.020543,0.307081
0.020543,0.307212
0.020543,0.307342
0.020543,0.307472
0.020543,0.307602
0.021206,0.307602
0.021206,0.307732
0.021206,0.307863
0.021206,0.307993
0.021206,0.308123
0.021206,0.308253
0.021206,0.308383
0.021206,0.308513
0.021206,0.308644
0.021206,0.308774
0.021206,0.308904
0.021206,0.309034
0.021206,0.309164
0.021206,0.309294
0.021206,0.309425
0.021206,0.309555
0.021206,0.309815
0.021206,0.310076
0.021206,0.310206
0.021206,0.310336
0.021206,0.310466
0.021206,0.310596
0.021206,0.310726
0.021206,0.310857
0.021206,0.310987
0.021206,0.311117
0.021206,0.311247
0.021206,0.311507
0.021206,0.311638
0.021206,0.311768
0.021206,0.311898
0.021206,0.312028
0.021206,0.312158
0.021206,0.312288
0.021206,0.312419
0.021206,0.312549
0.021206,0.312679
0.021206,0.312809
0.021206,0.312939
0.021206,0.31307
0.021206,0.3132
0.021206,0.31333
0.021206,0.31346
0.021206,0.31359
0.021206,0.31372
0.021206,0.313851
0.021206,0.313981
0.021206,0.314111
0.021206,0.314241
0.021206,0.314371
0.021206,0.314501
0.021206,0.314632
0.021206,0.314762
0.021206,0.314892
0.021206,0.315152
0.021206,0.315282
0.021206,0.315413
0.021206,0.315543
0.021206,0.315673
0.021206,0.315803
0.021206,0.315933
0.021206,0.316064
0.021206,0.316324
0.021206,0.316454
0.021869,0.316454
0.022531,0.316454
0.022531,0.316584
0.022531,0.316714
0.022531,0.316845
0.022531,0.316975
0.022531,0.317105
0.022531,0.317235
0.022531,0.317365
0.022531,0.317495
0.022531,0.317626
0.022531,0.317756
0.022531,0.317886
0.022531,0.318146
0.022531,0.318276
0.023194,0.318276
0.023194,0.318407
0.023194,0.318537
0.023194,0.318667
0.023194,0.318797
0.023194,0.318927
0.023194,0.319058
0.023194,0.319318
0.023194,0.319448
0.023194,0.319578
0.023194,0.319708
0.023194,0.319839
0.023194,0.319969
0.023194,0.320099
0.023194,0.320229
0.023194,0.320359
0.023194,0.320489
0.023194,0.32075
0.023194,0.32088
0.023194,0.32101
0.023194,0.32114
0.023194,0.321271
0.023857,0.321271
0.023857,0.321401
0.023857,0.321531
0.023857,0.321661
0.023857,0.321791
0.023857,0.321921
0.023857,0.322052
0.023857,0.322182
0.023857,0.322312
0.023857,0.322442
0.023857,0.322572
0.023857,0.322702
0.023857,0.322833
0.023857,0.322963
0.023857,0.323093
0.023857,0.323223
0.023857,0.323353
0.023857,0.323483
0.023857,0.323614
0.023857,0.323744
0.023857,0.323874
0.023857,0.324004
0.023857,0.324265
0.023857,0.324395
0.023857,0.324525
0.023857,0.324655
0.023857,0.324785
0.023857,0.324915
0.023857,0.325046
0.023857,0.325176
0.023857,0.325436
0.023857,0.325566
0.023857,0.325696
0.023857,0.325827
0.023857,0.325957
0.023857,0.326087
0.023857,0.326217
0.023857,0.326347
0.023857,0.326477
0.023857,0.326608
0.023857,0.326738
0.023857,0.326868
0.023857,0.326998
0.023857,0.327128
0.023857,0.327259
0.023857,0.327389
0.023857,0.327519
0.023857,0.327779
0.023857,0.327909
0.023857,0.32804
0.023857,0.32817
0.023857,0.3283
0.023857,0.32843
0.023857,0.32856
0.023857,0.32869
0.023857,0.328821
0.023857,0.328951
0.023857,0.329081
0.023857,0.329211
0.023857,0.329341
0.023857,0.329471
0.023857,0.329602
0.023857,0.329732
0.023857,0.329862
0.023857,0.329992
0.023857,0.330122
0.023857,0.330253
0.023857,0.330383
0.023857,0.330513
0.023857,0.330643
0.023857,0.330773
0.023857,0.330903
0.023857,0.331034
0.023857,0.331164
0.023857,0.331294
0.023857,0.331424
0.023857,0.331554
0.023857,0.331684
0.023857,0.331815
0.023857,0.331945
0.023857,0.332075
0.023857,0.332205
0.023857,0.332335
0.023857,0.332466
0.023857,0.332596
0.023857,0.332726
0.023857,0.332856
0.023857,0.332986
0.023857,0.333116
0.023857,0.333247
0.023857,0.333377
0.023857,0.333507
0.023857,0.333637
0.023857,0.333767
0.023857,0.333897
0.023857,0.334028
0.023857,0.334158
0.023857,0.334288
0.023857,0.334548
0.023857,0.334678
0.023857,0.334809
0.023857,0.334939
0.023857,0.335069
0.023857,0.335199
0.023857,0.335329
0.023857,0.33546
0.023857,0.33559
0.023857,0.33572
0.023857,0.33585
0.023857,0.33598
0.023857,0.33611
0.023857,0.336241
0.023857,0.336371
0.023857,0.336501
0.023857,0.336631
0.023857,0.336761
0.023857,0.336891
0.023857,0.337022
0.023857,0.337152
0.023857,0.337282
0.023857,0.337412
0.023857,0.337542
0.023857,0.337672
0.023857,0.337803
0.023857,0.337933
0.023857,0.338063
0.023857,0.338193
0.023857,0.338323
0.023857,0.338454
0.023857,0.338584
0.023857,0.338714
0.023857,0.338844
0.023857,0.338974
0.023857,0.339104
0.023857,0.339235
0.023857,0.339365
0.023857,0.339495
0.023857,0.339625
0.023857,0.339755
0.023857,0.339885
0.023857,0.340016
0.023857,0.340146
0.023857,0.340276
0.023857,0.340406
0.023857,0.340536
0.023857,0.340666
0.023857,0.340797
0.023857,0.340927
0.023857,0.341057
0.023857,0.341187
0.023857,0.341317
0.023857,0.341448
0.023857,0.341578
0.023857,0.341708
0.023857,0.341838
0.023857,0.341968
0.023857,0.342098
0.023857,0.342359
0.023857,0.342489
0.023857,0.342619
0.02452,0.342619
0.02452,0.342749
0.02452,0.342879
0.02452,0.34301
0.02452,0.34314
0.02452,0.34327
0.02452,0.3434
0.025182,0.3434
0.025182,0.34353
0.025182,0.343661
0.025182,0.343791
0.025182,0.344051
0.025182,0.344181
0.025182,0.344311
0.025182,0.344442
0.025182,0.344572
0.025182,0.344702
0.025182,0.344832
0.025182,0.344962
0.025182,0.345092
0.025182,0.345223
0.025182,0.345353
0.025182,0.345483
0.025182,0.345613
0.025182,0.345743
0.025182,0.345873
0.025182,0.346004
0.025182,0.346134
0.025845,0.346134
0.025845,0.346264
0.025845,0.346394
0.025845,0.346524
0.025845,0.346655
0.025845,0.346785
0.025845,0.346915
0.025845,0.347175
0.025845,0.347305
0.025845,0.347436
0.025845,0.347566
0.025845,0.347696
0.025845,0.347826
0.025845,0.347956
0.025845,0.348217
0.025845,0.348347
0.025845,0.348477
0.025845,0.348607
0.025845,0.348737
0.025845,0.348998
0.025845,0.349128
0.025845,0.349258
0.025845,0.349388
0.025845,0.349518
0.025845,0.349649
0.025845,0.349779
0.025845,0.349909
0.025845,0.350039
0.025845,0.350169
0.025845,0.350299
0.025845,0.35043
0.025845,0.35056
0.025845,0.35069
0.025845,0.35082
0.025845,0.35095
0.025845,0.35108
0.025845,0.351211
0.025845,0.351341
0.025845,0.351471
0.025845,0.351731
0.025845,0.351861
0.025845,0.351992
0.025845,0.352122
0.025845,0.352252
0.025845,0.352382
0.025845,0.352512
0.025845,0.352643
0.025845,0.352773
0.025845,0.352903
0.025845,0.353163
0.025845,0.353293
0.025845,0.353424
0.025845,0.353554
0.025845,0.353684
0.025845,0.353814
0.025845,0.353944
0.025845,0.354074
0.025845,0.354205
0.025845,0.354335
0.025845,0.354465
0.025845,0.354595
0.025845,0.354725
0.025845,0.354856
0.025845,0.354986
0.025845,0.355116
0.025845,0.355246
0.025845,0.355376
0.025845,0.355637
0.025845,0.355767
0.025845,0.355897
0.025845,0.356027
0.025845,0.356157
0.025845,0.356287
0.025845,0.356418
0.025845,0.356548
0.025845,0.356678
0.025845,0.356808
0.025845,0.356938
0.025845,0.357068
0.025845,0.357199
0.025845,0.357329
0.025845,0.357459
0.025845,0.357589
0.025845,0.357719
0.025845,0.35785
0.025845,0.35798
0.025845,0.35811
0.025845,0.35824
0.025845,0.35837
0.025845,0.3585
0.025845,0.358631
0.025845,0.358761
0.025845,0.358891
0.025845,0.359021
0.025845,0.359151
0.025845,0.359281
0.025845,0.359412
0.025845,0.359542
0.025845,0.359672
0.025845,0.359802
0.025845,0.359932
0.025845,0.360062
0.025845,0.360193
0.025845,0.360323
0.025845,0.360453
0.025845,0.360583
0.025845,0.360713
0.025845,0.360844
0.025845,0.360974
0.025845,0.361234
0.025845,0.361364
0.025845,0.361494
0.025845,0.361625
0.025845,0.361755
0.025845,0.362015
0.025845,0.362145
0.025845,0.362275
0.025845,0.362406
0.025845,0.362536
0.025845,0.362666
0.025845,0.362796
0.025845,0.362926
0.025845,0.363056
0.025845,0.363187
0.025845,0.363317
0.025845,0.363447
0.025845,0.363707
0.025845,0.363838
0.025845,0.364098
0.025845,0.364228
0.025845,0.364358
0.025845,0.364488
0.025845,0.364619
0.025845,0.364749
0.025845,0.364879
0.025845,0.365009
0.025845,0.365139
0.025845,0.365269
0.025845,0.3654
0.025845,0.36553
0.025845,0.36566
0.025845,0.36579
0.025845,0.36592
0.025845,0.366051
0.025845,0.366181
0.025845,0.366311
0.025845,0.366441
0.025845,0.366571
0.025845,0.366701
0.025845,0.366832
0.025845,0.366962
0.025845,0.367092
0.025845,0.367222
0.025845,0.367352
0.025845,0.367482
0.025845,0.367613
0.025845,0.367743
0.025845,0.367873
0.025845,0.368003
0.025845,0.368133
0.025845,0.368263
0.025845,0.368394
0.025845,0.368524
0.025845,0.368654
0.025845,0.368784
0.025845,0.368914
0.025845,0.369045
0.025845,0.369175
0.025845,0.369305
0.025845,0.369435
0.025845,0.369565
0.025845,0.369695
0.025845,0.369826
0.025845,0.369956
0.025845,0.370086
0.025845,0.370216
0.025845,0.370346
0.025845,0.370607
0.025845,0.370867
0.025845,0.370997
0.025845,0.371127
0.025845,0.371257
0.025845,0.371388
0.025845,0.371518
0.025845,0.371648
0.025845,0.371778
0.025845,0.371908
0.025845,0.372039
0.025845,0.372169
0.025845,0.372299
0.025845,0.372429
0.025845,0.372559
0.025845,0.372689
0.025845,0.37282
0.025845,0.37295
0.025845,0.37308
0.025845,0.37321
0.025845,0.37334
0.025845,0.37347
0.025845,0.373601
0.025845,0.373731
0.025845,0.373861
0.025845,0.373991
0.025845,0.374121
0.025845,0.374251
0.025845,0.374382
0.025845,0.374512
0.025845,0.374642
0.025845,0.374772
0.025845,0.374902
0.025845,0.375033
0.025845,0.375163
0.025845,0.375293
0.025845,0.375423
0.025845,0.375553
0.025845,0.375683
0.025845,0.375814
0.025845,0.375944
0.025845,0.376074
0.025845,0.376204
0.025845,0.376334
0.025845,0.376464
0.025845,0.376595
0.025845,0.376725
0.025845,0.376855
0.025845,0.376985
0.025845,0.377115
0.025845,0.377246
0.025845,0.377506
0.025845,0.377636
0.025845,0.377766
0.025845,0.377896
0.025845,0.378027
0.025845,0.378157
0.025845,0.378287
0.025845,0.378417
0.025845,0.378547
0.025845,0.378677
0.025845,0.378808
0.025845,0.378938
0.025845,0.379068
0.025845,0.379198
0.025845,0.379328
0.025845,0.379458
0.025845,0.379589
0.025845,0.379719
0.025845,0.379849
0.025845,0.379979
0.025845,0.380109
0.025845,0.38024
0.025845,0.38037
0.025845,0.3805
0.025845,0.38063
0.025845,0.38076
0.025845,0.38089
0.025845,0.381021
0.025845,0.381151
0.025845,0.381281
0.025845,0.381411
0.025845,0.381541
0.025845,0.381671
0.025845,0.381802
0.025845,0.381932
0.025845,0.382062
0.025845,0.382322
0.025845,0.382452
0.025845,0.382583
0.025845,0.382713
0.025845,0.382843
0.025845,0.382973
0.025845,0.383103
0.025845,0.383234
0.025845,0.383364
0.025845,0.383494
0.025845,0.383624
0.025845,0.383754
0.025845,0.383884
0.025845,0.384015
0.025845,0.384145
0.025845,0.384275
0.025845,0.384405
0.025845,0.384535
0.025845,0.384665
0.025845,0.384796
0.025845,0.384926
0.025845,0.385056
0.025845,0.385186
0.025845,0.385316
0.026508,0.385316
0.026508,0.385446
0.026508,0.385577
0.026508,0.385707
0.026508,0.385837
0.026508,0.385967
0.026508,0.386097
0.026508,0.386228
0.026508,0.386358
0.026508,0.386488
0.026508,0.386618
0.026508,0.386748
0.026508,0.386878
0.026508,0.387009
0.026508,0.387139
0.026508,0.387269
0.026508,0.387399
0.026508,0.387529
0.026508,0.387659
0.026508,0.38779
0.026508,0.38792
0.026508,0.38805
0.026508,0.38818
0.026508,0.38831
0.026508,0.388441
0.026508,0.388571
0.026508,0.388701
0.026508,0.388831
0.026508,0.389091
0.026508,0.389222
0.026508,0.389352
0.026508,0.389482
0.026508,0.389612
0.026508,0.389742
0.026508,0.389872
0.026508,0.390003
0.026508,0.390133
0.026508,0.390263
0.026508,0.390393
0.026508,0.390523
0.026508,0.390653
0.026508,0.390784
0.026508,0.390914
0.026508,0.391044
0.026508,0.391174
0.026508,0.391304
0.026508,0.391435
0.026508,0.391565
0.026508,0.391695
0.026508,0.391825
0.026508,0.391955
0.026508,0.392085
0.026508,0.392216
0.026508,0.392476
0.026508,0.392606
0.026508,0.392736
0.026508,0.392866
0.026508,0.392997
0.026508,0.393127
0.026508,0.393257
0.026508,0.393387
0.026508,0.393517
0.026508,0.393647
0.026508,0.393778
0.026508,0.393908
0.026508,0.394038
0.026508,0.394168
0.026508,0.394298
0.026508,0.394429
0.026508,0.394559
0.026508,0.394689
0.026508,0.394819
0.026508,0.394949
0.026508,0.395079
0.026508,0.39521
0.026508,0.39534
0.026508,0.39547
0.026508,0.3956
0.026508,0.39573
0.026508,0.39586
0.026508,0.395991
0.02717,0.395991
0.02717,0.396251
0.02717,0.396381
0.02717,0.396511
